User ID,Age,Gender,Country,Purchase Amount,Purchase Date,Product Category
3251,26.0,Female,USA,,2023-12-15,Electronics
3252,62.0,Other,Canada,,2021-11-08,Electronics
3253,53.0,Male,Australia,412.85,2020-01-13,
3254,60.0,Male,Germany,244.85,2023-12-01,Books
3255,37.0,Other,UK,450.77,2023-10-10,Electronics
3256,35.0,Male,Australia,,2023-06-23,Sports
3257,60.0,Other,Canada,327.3,2020-03-28,Sports
3258,38.0,Female,UK,33.14,2021-03-14,Beauty
3259,21.0,Female,,433.15,2021-02-24,Home & Kitchen
3260,67.0,Other,Australia,453.26,2023-07-03,Beauty
3261,50.0,Female,France,190.65,2023-07-23,Electronics
3262,44.0,Other,USA,265.45,2022-10-27,Clothing
3263,24.0,Male,Germany,144.11,2021-05-14,Books
3264,23.0,Male,Canada,12.28,2020-09-02,Beauty
3265,,Other,France,242.33,2020-12-11,
3266,35.0,Male,Australia,69.03,2023-05-12,Books
3267,49.0,,UK,95.75,2021-04-24,Sports
3268,28.0,Male,France,242.95,2023-01-22,Sports
3269,37.0,Male,France,434.18,2022-06-16,Home & Kitchen
3270,,Other,Canada,,2023-08-26,Electronics
3271,32.0,Female,USA,482.71,2021-06-03,Sports
3272,65.0,Male,France,243.93,2021-03-05,Books
3273,24.0,Male,France,278.24,2020-06-18,Sports
3274,38.0,Other,USA,411.95,2020-04-28,Beauty
3275,59.0,,USA,351.34,2022-01-27,Electronics
3276,43.0,Female,UK,95.5,2020-03-03,Sports
3277,61.0,Male,Australia,202.1,2023-02-14,Beauty
3278,31.0,Other,UK,,2020-04-18,Electronics
3279,54.0,Other,USA,77.33,2022-01-15,Home & Kitchen
3280,38.0,Other,Germany,108.63,2021-12-17,Sports
3281,35.0,Female,USA,203.33,2021-02-20,Electronics
3282,22.0,Other,UK,470.24,2023-09-10,Beauty
3283,,Female,Canada,61.34,2022-06-10,Beauty
3284,40.0,Female,Canada,338.11,2023-06-17,Electronics
3285,43.0,Male,Australia,70.4,2021-12-10,Beauty
3286,54.0,Male,France,264.63,2021-09-09,Clothing
3287,41.0,Female,Canada,270.6,,Home & Kitchen
3288,66.0,Male,UK,26.1,2023-04-24,Sports
3289,36.0,Male,Canada,477.29,2022-01-07,Clothing
3290,68.0,Other,,404.28,2023-12-07,Sports
3291,42.0,Male,,154.91,2021-05-18,Books
3292,38.0,Female,USA,,2020-06-02,Books
3293,29.0,Male,UK,176.09,2020-08-11,Electronics
3294,58.0,Other,France,447.67,2021-08-20,Clothing
3295,50.0,Female,USA,70.68,2022-04-25,Electronics
3296,67.0,Male,Canada,177.91,2023-12-12,Electronics
3297,21.0,Female,Germany,,2021-11-14,Electronics
3298,59.0,,France,21.28,2020-06-08,Books
3299,,Other,France,137.68,2022-12-10,Beauty
3300,,Male,,299.84,,Electronics
3301,50.0,Female,USA,,2020-06-20,Beauty
3302,34.0,Female,Australia,435.91,2022-09-07,Beauty
3303,,Female,France,468.7,2020-11-27,Electronics
3304,51.0,Male,UK,,2023-08-09,Electronics
3305,45.0,Male,Canada,268.35,2020-03-06,Electronics
3306,60.0,Male,Australia,317.25,2023-07-17,Clothing
3307,58.0,Other,Germany,333.94,2023-09-29,Sports
3308,56.0,Other,Canada,36.31,2020-09-27,Clothing
3309,39.0,Other,UK,31.57,2022-12-20,Home & Kitchen
3310,66.0,Female,UK,433.47,2021-11-19,Beauty
3311,,Female,Australia,113.84,2021-09-20,
3312,51.0,Female,Canada,294.13,2023-03-05,Beauty
3313,23.0,Female,USA,314.21,2022-09-28,Beauty
3314,,Female,UK,86.41,2020-09-15,Beauty
3315,23.0,Male,France,381.99,2023-07-03,Home & Kitchen
3316,51.0,Female,Germany,433.64,2020-11-26,Books
3317,18.0,Male,Germany,146.26,2023-11-17,Sports
3318,27.0,Other,UK,439.53,,Electronics
3319,38.0,Other,,45.11,2023-07-01,Home & Kitchen
3320,22.0,Other,Canada,401.23,2020-09-23,Books
3321,19.0,Other,Germany,,2022-03-04,Sports
3322,39.0,,France,293.64,2022-10-27,Home & Kitchen
3323,65.0,Female,France,,2022-05-09,Books
3324,19.0,Female,USA,184.11,2021-03-14,Electronics
3325,,Female,UK,,2021-07-04,Books
3326,51.0,Other,France,235.54,2020-01-04,Books
3327,33.0,Other,Canada,299.22,2021-11-08,
3328,65.0,Male,Germany,468.25,2020-11-02,Beauty
3329,68.0,Female,USA,235.91,2021-04-06,Beauty
3330,56.0,Other,Canada,197.19,2023-10-06,Home & Kitchen
3331,39.0,Other,Germany,447.14,,Books
3332,29.0,,UK,455.89,2023-02-10,Electronics
3333,41.0,Male,Canada,180.55,2020-04-26,Home & Kitchen
3334,64.0,Other,Germany,298.03,2023-09-01,Electronics
3335,57.0,Male,USA,482.05,,Clothing
3336,55.0,Male,Germany,32.46,,Home & Kitchen
3337,27.0,Female,France,24.7,2023-12-27,Clothing
3338,52.0,Other,USA,260.71,2022-11-04,Beauty
3339,68.0,Male,Canada,149.16,2020-07-19,
3340,,Other,Australia,293.02,2023-10-02,Books
3341,49.0,Female,UK,363.53,2020-05-03,Books
3342,24.0,Female,USA,39.19,,Home & Kitchen
3343,38.0,Male,USA,441.77,2021-02-12,Sports
3344,37.0,Female,USA,142.06,2023-05-16,Home & Kitchen
3345,43.0,Female,Germany,193.77,2021-04-10,Home & Kitchen
3346,21.0,Female,France,171.83,2022-01-23,Sports
3347,63.0,Other,Australia,420.72,2023-04-02,Home & Kitchen
3348,69.0,Other,UK,89.47,2022-02-10,Beauty
3349,39.0,Male,UK,,2023-07-24,Clothing
3350,,Male,France,486.04,2022-04-16,Sports
3351,57.0,Female,Germany,490.41,2022-09-30,Sports
3352,38.0,,Germany,132.56,2022-01-19,Clothing
3353,32.0,Male,France,9.63,2021-01-28,Sports
3354,39.0,Female,France,324.73,2020-02-19,Sports
3355,69.0,Male,Canada,325.99,2021-12-25,Clothing
3356,45.0,Other,Germany,,2020-05-23,Electronics
3357,31.0,Female,USA,152.74,2020-06-14,Electronics
3358,,Female,UK,98.8,2022-12-26,Beauty
3359,58.0,Female,Germany,,2022-11-09,Electronics
3360,57.0,Other,France,284.02,2021-09-14,Clothing
3361,45.0,Other,USA,360.28,2020-03-09,Books
3362,43.0,,Canada,443.14,2021-03-29,Home & Kitchen
3363,66.0,Male,Australia,282.07,2020-01-25,Sports
3364,19.0,Other,Canada,79.29,2020-11-05,Clothing
3365,42.0,Female,USA,301.07,,Home & Kitchen
3366,20.0,Female,USA,190.18,2021-07-30,Clothing
3367,25.0,Other,France,,2021-11-24,Sports
3368,,Male,,479.94,2020-08-21,Books
3369,,Female,France,,2022-04-14,Clothing
3370,59.0,Male,UK,79.08,2022-07-05,Home & Kitchen
3371,69.0,,Australia,,2023-03-02,Beauty
3372,,Other,Australia,118.07,2021-08-13,Home & Kitchen
3373,23.0,Female,UK,72.06,2023-07-22,Sports
3374,56.0,Female,Canada,357.56,2022-04-28,Beauty
3375,69.0,Male,USA,316.14,2021-09-04,Electronics
3376,40.0,Other,Canada,251.41,2020-05-31,Sports
3377,,Other,France,214.5,2020-08-03,Beauty
3378,67.0,Other,Germany,164.5,2021-10-20,Beauty
3379,60.0,Male,France,48.56,2020-11-05,Sports
3380,36.0,Male,Germany,153.14,2023-06-10,Electronics
3381,22.0,Female,USA,420.01,2020-05-28,Books
3382,68.0,Other,,392.92,2020-12-02,Clothing
3383,28.0,Male,Australia,486.3,2021-05-21,Home & Kitchen
3384,29.0,Other,USA,,2023-07-22,Clothing
3385,27.0,Male,UK,279.05,2022-08-28,Clothing
3386,25.0,Female,UK,151.54,2023-04-19,Home & Kitchen
3387,41.0,Other,,,2022-10-02,Electronics
3388,45.0,Male,Canada,310.92,2021-03-09,Home & Kitchen
3389,,Other,Australia,246.64,2023-03-20,Electronics
3390,53.0,Male,Canada,380.74,2020-07-22,Electronics
3391,,Male,,,2021-04-08,Sports
3392,38.0,Male,UK,492.85,2022-08-31,Books
3393,25.0,Other,France,201.82,2020-11-22,
3394,26.0,,Australia,169.87,2020-05-28,Sports
3395,64.0,Female,Germany,436.14,2023-07-24,Books
3396,32.0,Other,Canada,200.78,2020-02-04,Electronics
3397,65.0,Female,Germany,436.09,2023-05-24,Beauty
3398,63.0,Female,Germany,18.54,2020-01-01,Beauty
3399,57.0,Other,USA,347.83,2021-04-12,Sports
3400,35.0,Male,UK,,2021-08-26,Clothing
3401,59.0,Female,Australia,78.38,,Home & Kitchen
3402,37.0,Other,USA,351.54,2021-03-26,Home & Kitchen
3403,23.0,Male,UK,148.41,2021-08-25,
3404,29.0,Other,Germany,109.16,2020-03-10,Books
3405,19.0,Other,UK,401.76,2020-09-13,Home & Kitchen
3406,24.0,Other,,473.39,2022-05-16,Books
3407,33.0,Male,Australia,120.03,2022-10-17,Books
3408,20.0,Female,USA,162.01,2020-04-01,Beauty
3409,62.0,Female,Australia,358.47,2021-08-16,Books
3410,20.0,Other,Germany,408.57,2021-01-06,Clothing
3411,44.0,Other,Canada,499.59,2022-06-11,Beauty
3412,67.0,Male,UK,140.32,2020-04-08,Electronics
3413,60.0,Other,UK,280.53,2021-05-24,Clothing
3414,57.0,Other,Canada,71.34,2022-09-12,Electronics
3415,55.0,Other,UK,,2022-08-26,Clothing
3416,50.0,Female,USA,,2023-09-28,Books
3417,45.0,Other,France,109.37,2022-08-19,Electronics
3418,18.0,Female,UK,255.74,2020-09-02,Beauty
3419,,Male,,86.06,2022-03-11,Home & Kitchen
3420,54.0,Male,UK,445.24,2020-10-05,
3421,49.0,Female,Australia,356.6,2022-02-12,Electronics
3422,65.0,Female,Germany,18.73,2022-05-02,Home & Kitchen
3423,60.0,Female,,438.97,2021-03-06,Sports
3424,54.0,Female,,488.77,2021-03-17,Books
3425,21.0,Other,Germany,253.42,2023-07-08,Clothing
3426,47.0,Female,USA,,2023-07-02,
3427,23.0,Female,France,135.41,,Beauty
3428,,Female,France,48.27,2021-05-29,Beauty
3429,,Other,,248.35,2021-03-20,Sports
3430,49.0,Other,UK,29.82,2020-08-10,Electronics
3431,26.0,Other,France,254.4,2022-01-31,Clothing
3432,29.0,Male,USA,130.01,2020-07-10,Clothing
3433,28.0,Other,USA,240.83,2021-07-11,Clothing
3434,63.0,Female,France,212.1,2022-03-17,Clothing
3435,33.0,Other,Germany,156.03,2020-09-25,Sports
3436,18.0,Other,Canada,227.08,2022-11-30,Books
3437,62.0,Female,Germany,,2021-10-12,Clothing
3438,38.0,Other,UK,417.68,2020-02-10,Sports
3439,47.0,Male,,334.56,2023-09-16,Home & Kitchen
3440,30.0,Other,Australia,219.41,2023-04-13,Clothing
3441,51.0,Male,Canada,453.09,2021-03-08,Electronics
3442,21.0,Male,Canada,379.09,2022-03-13,Sports
3443,45.0,Male,,,2022-07-19,Electronics
3444,55.0,Female,Australia,81.1,2020-11-18,Books
3445,48.0,Other,UK,45.43,2022-06-18,Home & Kitchen
3446,44.0,Male,USA,162.84,2023-07-27,Electronics
3447,22.0,Male,Germany,220.65,2023-01-22,Clothing
3448,42.0,Other,Germany,254.6,2022-05-13,Sports
3449,20.0,Female,France,426.45,2022-05-30,Home & Kitchen
3450,50.0,Female,USA,13.89,2020-12-05,Sports
3451,21.0,Male,Australia,217.0,2021-02-23,Beauty
3452,42.0,Female,USA,208.44,2023-05-13,Home & Kitchen
3453,37.0,Other,USA,474.0,2021-07-21,Beauty
3454,51.0,Female,,124.31,2022-01-12,Electronics
3455,43.0,Other,Canada,65.59,2020-09-16,Books
3456,22.0,Male,France,,2022-01-01,Beauty
3457,52.0,Other,UK,262.47,2021-11-10,Sports
3458,45.0,Male,UK,198.5,2021-11-13,Clothing
3459,46.0,Other,UK,378.3,2022-10-07,Sports
3460,26.0,Other,,,2023-11-15,Beauty
3461,69.0,Female,France,68.34,2023-07-25,Books
3462,55.0,Other,,196.5,2022-06-14,Beauty
3463,67.0,Male,France,442.1,2022-07-20,Electronics
3464,23.0,Other,Canada,,2021-04-25,Clothing
3465,36.0,Male,Australia,417.65,,Clothing
3466,,Male,USA,188.91,2022-03-11,Electronics
3467,28.0,Other,Germany,144.29,2021-10-08,Sports
3468,19.0,Female,USA,388.56,2020-04-14,Clothing
3469,64.0,Other,UK,,2023-11-01,
3470,61.0,,USA,119.76,2020-07-08,Sports
3471,61.0,Female,Canada,29.66,2023-05-03,Electronics
3472,26.0,Male,UK,97.98,2021-01-11,Books
3473,38.0,Other,Germany,192.51,2021-11-13,Books
3474,41.0,Female,Australia,202.79,2022-11-07,Sports
3475,51.0,Female,Australia,213.21,2020-09-15,Electronics
3476,39.0,Male,UK,242.45,2022-04-06,Books
3477,20.0,Female,USA,288.1,2021-01-06,Beauty
3478,29.0,Male,France,98.77,2022-09-13,Sports
3479,45.0,Other,,308.9,2022-04-11,Clothing
3480,47.0,Female,Australia,171.59,2022-08-26,Clothing
3481,43.0,Other,France,368.34,2021-08-15,Beauty
3482,65.0,Female,UK,280.82,,Home & Kitchen
3483,,Female,France,279.36,2020-04-14,Home & Kitchen
3484,,Other,Canada,344.32,2023-12-20,Home & Kitchen
3485,43.0,Female,Australia,169.84,2022-05-26,Books
3486,50.0,Other,Germany,217.47,2023-07-08,Beauty
3487,38.0,Other,France,293.53,2022-12-05,Clothing
3488,,Male,Canada,213.67,2021-10-05,
3489,69.0,Other,Canada,224.91,2020-09-23,Books
3490,51.0,Male,UK,139.88,2022-08-13,Clothing
3491,58.0,Other,,,2023-02-03,Clothing
3492,68.0,Female,UK,350.98,2023-11-20,Sports
3493,64.0,Other,Germany,7.12,2023-03-18,Clothing
3494,35.0,Female,Germany,52.17,,Sports
3495,28.0,Male,USA,,2021-06-08,Home & Kitchen
3496,40.0,Female,Germany,97.57,2022-05-13,Electronics
3497,65.0,Other,Australia,211.97,2020-01-26,Sports
3498,39.0,Female,Australia,425.59,2021-07-05,Beauty
3499,34.0,Male,UK,5.05,2023-07-29,Clothing
3500,22.0,Female,Canada,,2022-03-08,Home & Kitchen
3501,61.0,Female,USA,31.48,2022-12-23,Electronics
3502,28.0,Other,Germany,89.58,2020-04-20,Electronics
3503,47.0,Other,Canada,,2023-01-16,Home & Kitchen
3504,32.0,Female,UK,262.16,2021-02-25,Home & Kitchen
3505,44.0,Male,France,471.83,2022-06-23,Electronics
3506,,Female,USA,420.32,2021-12-26,Electronics
3507,,Male,Australia,321.68,2023-02-25,Clothing
3508,37.0,Male,Canada,,,Beauty
3509,33.0,Male,,435.45,2023-03-18,Sports
3510,,,,378.61,2023-09-12,Sports
3511,19.0,Male,USA,137.09,2023-03-09,Electronics
3512,,Female,USA,403.52,2022-03-14,Electronics
3513,57.0,Male,Germany,439.19,2023-02-19,Beauty
3514,45.0,Male,Germany,350.62,2021-01-18,
3515,64.0,Female,Australia,,2020-10-09,Books
3516,56.0,Other,Australia,492.2,2022-02-02,Electronics
3517,,Other,USA,42.62,2022-08-24,Sports
3518,,Female,USA,328.96,2020-07-12,Clothing
3519,,Female,Canada,59.71,2022-04-21,Books
3520,18.0,Other,Germany,453.18,2021-09-10,Sports
3521,25.0,Other,UK,178.24,2022-10-16,Clothing
3522,40.0,Other,Germany,258.19,2020-07-24,Beauty
3523,20.0,Female,Germany,93.49,,Beauty
3524,21.0,Male,USA,275.55,2020-03-04,
3525,,Female,USA,,2022-11-06,Books
3526,64.0,Other,Germany,,2023-12-29,Books
3527,55.0,Male,France,36.63,2023-02-02,Books
3528,32.0,Female,,192.24,2020-08-15,Books
3529,38.0,Other,Australia,137.38,2021-12-02,Books
3530,52.0,Female,Germany,243.27,,Home & Kitchen
3531,63.0,Male,France,417.7,2023-05-21,Beauty
3532,69.0,Other,Australia,370.73,,Clothing
3533,31.0,Female,,175.27,2020-10-24,Sports
3534,53.0,Male,Germany,194.42,2023-12-19,Electronics
3535,29.0,,Australia,328.86,2022-10-17,Sports
3536,34.0,Female,USA,101.14,2022-01-30,Home & Kitchen
3537,56.0,Male,USA,55.85,2021-12-02,Home & Kitchen
3538,,Other,USA,125.08,2023-11-25,Books
3539,52.0,Male,,66.4,2021-06-07,Home & Kitchen
3540,,Female,,,2021-07-06,Sports
3541,32.0,Other,USA,469.1,2023-11-22,Home & Kitchen
3542,35.0,Male,Germany,,2023-07-07,Sports
3543,68.0,Male,France,410.07,2020-05-05,Books
3544,50.0,Other,France,269.65,2020-08-13,Books
3545,23.0,Other,USA,318.29,2021-12-22,Home & Kitchen
3546,44.0,Male,USA,89.19,2020-11-28,Beauty
3547,40.0,Other,USA,79.93,2020-11-25,Electronics
3548,44.0,Female,Australia,,2022-06-28,Books
3549,,Male,Germany,335.2,2023-07-12,Clothing
3550,63.0,Female,Germany,375.16,2020-06-19,Clothing
3551,55.0,Male,Germany,,2022-07-04,Books
3552,31.0,Female,France,202.11,2020-01-01,
3553,53.0,Female,UK,,2022-05-25,Beauty
3554,25.0,Other,France,237.45,2022-05-10,Home & Kitchen
3555,52.0,Male,Germany,138.6,2020-08-28,Books
3556,36.0,Other,Canada,167.48,2021-08-06,Home & Kitchen
3557,47.0,Other,UK,424.18,2021-08-23,Sports
3558,31.0,Male,,175.14,2020-01-20,Electronics
3559,37.0,Female,Australia,435.2,2023-08-31,Electronics
3560,66.0,Male,France,,2021-04-17,
3561,42.0,Male,,,,Sports
3562,,Male,UK,282.34,2023-09-18,Sports
3563,41.0,Other,Canada,56.05,2021-11-17,Electronics
3564,31.0,Male,UK,461.42,2020-02-19,Books
3565,43.0,Male,France,411.1,2021-01-25,Clothing
3566,55.0,Male,Germany,336.9,2022-12-14,Beauty
3567,40.0,Female,USA,494.12,2022-12-10,Beauty
3568,39.0,Female,Germany,12.92,2021-05-04,Home & Kitchen
3569,65.0,Female,Germany,208.47,2023-09-17,Clothing
3570,36.0,Female,France,429.88,2020-09-26,Home & Kitchen
3571,63.0,Other,Germany,,2020-12-27,Electronics
3572,68.0,Other,Germany,7.59,2020-05-24,Books
3573,20.0,Male,France,83.09,2021-08-11,Clothing
3574,59.0,Other,France,,2023-02-26,Sports
3575,36.0,Female,Canada,335.63,2021-01-09,Sports
3576,26.0,Male,Germany,85.51,2022-10-21,Sports
3577,45.0,Male,UK,226.78,2023-10-22,Beauty
3578,37.0,Female,USA,11.33,2021-06-21,
3579,62.0,,Australia,241.36,2023-04-12,Books
3580,,Female,USA,,2022-11-23,Books
3581,31.0,Other,,300.4,2020-11-13,Sports
3582,26.0,Male,Australia,223.12,2021-08-07,Clothing
3583,36.0,Female,France,85.32,,Sports
3584,64.0,Male,Canada,105.2,2023-05-19,Home & Kitchen
3585,69.0,Male,Germany,,2021-07-06,Home & Kitchen
3586,31.0,Other,France,372.49,2020-11-06,
3587,55.0,Male,France,43.18,2022-07-12,
3588,53.0,Female,,195.05,2020-04-03,Electronics
3589,57.0,Female,Germany,376.17,2020-07-07,Electronics
3590,34.0,,Canada,357.85,2021-10-08,Electronics
3591,47.0,Male,France,290.88,2020-07-22,Home & Kitchen
3592,26.0,Other,France,287.8,2020-02-23,Books
3593,50.0,Female,,49.71,2022-08-29,Electronics
3594,69.0,Female,,91.58,2020-04-03,Sports
3595,,Male,France,269.7,2020-11-09,Books
3596,31.0,Male,France,177.3,2020-12-25,Clothing
3597,28.0,Male,USA,,,Home & Kitchen
3598,52.0,Female,France,400.09,2022-09-08,Sports
3599,58.0,Male,,328.64,2021-02-01,Clothing
3600,31.0,Other,Germany,166.26,2021-06-20,Home & Kitchen
3601,47.0,Other,USA,53.61,2021-01-28,Beauty
3602,58.0,Male,Germany,297.64,2023-10-11,Home & Kitchen
3603,21.0,Other,,177.53,2020-02-17,Sports
3604,21.0,Other,Australia,,2023-12-26,
3605,45.0,Other,Australia,362.13,2021-12-01,Home & Kitchen
3606,25.0,Other,Canada,167.43,2020-02-22,Home & Kitchen
3607,19.0,Other,France,72.34,2020-08-28,Home & Kitchen
3608,58.0,Female,Canada,243.42,2022-06-23,
3609,63.0,Male,Germany,415.09,2023-11-19,Electronics
3610,39.0,,USA,425.58,2022-11-16,Beauty
3611,58.0,Male,Australia,425.42,2022-12-18,Sports
3612,33.0,Other,USA,213.36,2023-04-24,Books
3613,46.0,Female,Canada,396.51,2023-03-10,Sports
3614,66.0,Female,Germany,425.86,2022-08-18,Books
3615,65.0,Other,France,232.47,2022-12-16,Home & Kitchen
3616,47.0,Other,Germany,162.78,2021-03-25,Beauty
3617,29.0,Other,Australia,352.47,2023-02-03,Home & Kitchen
3618,52.0,,Germany,452.71,2023-07-27,Beauty
3619,28.0,Female,USA,486.22,,Beauty
3620,63.0,Male,UK,148.66,2022-04-26,Beauty
3621,67.0,Female,Australia,478.3,2022-08-23,Books
3622,38.0,Other,France,252.14,2023-09-25,Home & Kitchen
3623,38.0,Male,,156.49,2023-11-23,Beauty
3624,22.0,Female,Australia,494.26,2022-05-15,
3625,65.0,Female,France,439.51,2020-06-30,Sports
3626,37.0,Other,Australia,347.75,2023-08-18,Beauty
3627,54.0,Male,USA,448.0,2020-07-01,Home & Kitchen
3628,20.0,Female,Germany,342.34,2023-01-23,Beauty
3629,61.0,Female,USA,,2023-12-08,Beauty
3630,50.0,Other,Germany,474.28,,Clothing
3631,26.0,Male,UK,481.81,2020-04-06,
3632,,Male,,160.52,2022-07-25,Beauty
3633,21.0,Male,UK,180.43,2023-10-24,Books
3634,52.0,Male,Canada,194.45,2022-02-27,Beauty
3635,34.0,Other,Germany,411.96,2020-08-25,Home & Kitchen
3636,51.0,Female,USA,396.62,2020-01-13,Books
3637,41.0,Female,USA,491.64,,Clothing
3638,49.0,Male,Australia,,2022-05-07,Books
3639,18.0,Male,USA,369.7,2020-06-30,Clothing
3640,25.0,Male,Canada,429.08,2023-03-24,Books
3641,62.0,Female,France,114.51,2022-02-01,
3642,40.0,Female,USA,312.17,2023-11-15,Clothing
3643,64.0,Male,Australia,276.12,2022-03-03,Sports
3644,,Other,UK,,2020-06-25,Beauty
3645,29.0,Female,USA,,,Electronics
3646,29.0,Female,USA,407.33,2022-07-20,Beauty
3647,,Male,USA,,2021-08-05,Clothing
3648,64.0,Other,Australia,112.1,2022-06-05,Electronics
3649,32.0,Male,France,403.57,2022-05-30,Beauty
3650,58.0,,,183.48,2020-03-09,Beauty
3651,36.0,Other,France,147.35,2020-11-03,
3652,43.0,Other,France,171.73,2022-09-17,Sports
3653,,Other,Canada,,2021-11-21,Clothing
3654,46.0,Female,UK,387.71,2020-02-22,Sports
3655,39.0,Male,USA,359.0,2020-08-03,Clothing
3656,57.0,Female,USA,278.58,2021-12-14,Beauty
3657,38.0,Other,USA,359.46,,Home & Kitchen
3658,68.0,Female,France,189.7,2023-12-22,Clothing
3659,55.0,Other,Germany,151.21,2022-10-05,Electronics
3660,37.0,Other,UK,431.84,2023-07-08,Home & Kitchen
3661,46.0,Male,Australia,214.12,2023-10-29,
3662,68.0,Male,USA,101.98,2020-01-31,Beauty
3663,21.0,Male,Germany,375.78,2021-01-27,Clothing
3664,24.0,Female,Germany,171.26,2022-03-10,Beauty
3665,45.0,Male,Germany,109.87,2021-02-28,Electronics
3666,,Other,UK,18.47,2022-10-25,Books
3667,21.0,Male,Germany,485.45,,
3668,39.0,Female,Australia,236.31,2022-12-13,Books
3669,29.0,Male,USA,,2022-02-18,Beauty
3670,62.0,Male,,380.12,,Clothing
3671,20.0,Male,USA,444.39,2023-07-20,Sports
3672,39.0,Female,Canada,266.34,2022-02-14,Books
3673,61.0,Other,France,19.04,2020-08-13,Beauty
3674,19.0,Other,Germany,185.75,2021-04-15,Sports
3675,41.0,Other,Australia,,2020-01-18,Books
3676,51.0,Male,France,320.02,2021-09-20,Sports
3677,,Male,France,261.83,2020-01-10,Clothing
3678,58.0,Female,France,181.09,2022-11-28,
3679,18.0,Other,France,326.01,2020-02-10,Clothing
3680,25.0,Male,France,294.29,2021-09-11,Books
3681,40.0,Male,USA,453.71,2020-02-13,Home & Kitchen
3682,55.0,Male,UK,300.42,2020-07-15,Electronics
3683,23.0,Female,Germany,256.32,2020-10-25,Sports
3684,39.0,Other,,412.72,,Electronics
3685,42.0,Female,USA,105.2,2021-04-03,Electronics
3686,35.0,Other,Australia,,,Clothing
3687,34.0,Other,USA,392.87,2022-02-27,Books
3688,29.0,Male,France,223.96,,Beauty
3689,23.0,Male,UK,,,Beauty
3690,43.0,Male,Germany,444.1,,Clothing
3691,44.0,Male,Australia,307.0,2021-01-17,Books
3692,25.0,Male,Canada,402.44,2023-12-21,Home & Kitchen
3693,36.0,Other,USA,405.87,2023-09-29,Clothing
3694,59.0,Male,Canada,64.41,2023-07-01,
3695,18.0,Male,Germany,328.58,2021-07-01,Books
3696,46.0,Female,USA,476.5,2021-05-21,Electronics
3697,62.0,Female,Germany,242.61,2020-11-25,Home & Kitchen
3698,66.0,Other,USA,367.43,2022-10-03,Home & Kitchen
3699,52.0,Other,Australia,285.53,2021-05-02,Books
3700,57.0,Female,Germany,106.4,2022-03-24,Books
3701,31.0,Female,Canada,101.62,2021-04-26,Clothing
3702,52.0,,UK,219.75,2021-04-16,Clothing
3703,65.0,Male,Australia,244.08,2022-10-16,
3704,62.0,Other,Australia,254.05,2023-12-31,Home & Kitchen
3705,37.0,Female,USA,477.73,2023-12-16,Sports
3706,66.0,Other,Canada,54.63,2022-10-19,Clothing
3707,30.0,Male,Germany,193.36,2023-03-31,Books
3708,55.0,Other,Canada,259.7,2021-03-09,Sports
3709,66.0,Other,Australia,481.74,2020-01-16,Sports
3710,63.0,Other,USA,254.64,2022-09-09,Sports
3711,66.0,Male,Canada,388.76,2021-09-11,Sports
3712,25.0,Other,Germany,,2021-11-19,Electronics
3713,60.0,Male,France,285.39,2020-03-05,Clothing
3714,37.0,Female,Australia,69.7,2021-07-28,Sports
3715,50.0,Other,UK,113.29,2022-03-30,Sports
3716,43.0,Other,UK,123.87,2020-03-13,Books
3717,56.0,Male,Australia,24.14,2020-07-22,Beauty
3718,38.0,Other,France,192.71,2020-09-10,Books
3719,66.0,Male,USA,307.2,2021-09-04,Beauty
3720,59.0,Other,Canada,76.41,2020-07-13,Electronics
3721,60.0,Female,Canada,91.64,2020-09-07,Sports
3722,58.0,Female,France,354.96,2021-07-03,Electronics
3723,26.0,Female,France,88.78,2023-08-01,Beauty
3724,41.0,Other,Germany,71.99,2022-08-12,Books
3725,54.0,Other,Germany,489.03,2020-11-05,Beauty
3726,66.0,Female,UK,12.29,2023-04-19,Clothing
3727,58.0,Female,USA,166.08,2021-10-14,Home & Kitchen
3728,34.0,Male,,,2023-06-22,Home & Kitchen
3729,41.0,Male,France,419.83,2021-03-16,Beauty
3730,38.0,Female,UK,293.85,2020-10-01,
3731,68.0,Female,UK,28.74,2023-06-01,Books
3732,56.0,Other,Germany,,2023-10-22,Home & Kitchen
3733,58.0,Female,Canada,65.93,2021-06-22,Sports
3734,,Male,USA,250.39,,Clothing
3735,30.0,Male,UK,336.36,2022-01-12,Books
3736,28.0,Male,Germany,78.51,2020-01-13,Electronics
3737,63.0,Male,Germany,251.04,2023-08-24,Books
3738,,Male,Germany,231.42,2021-09-01,Clothing
3739,28.0,Male,Canada,458.3,,Beauty
3740,30.0,Female,UK,497.87,2021-11-28,Books
3741,63.0,Male,,328.96,2020-01-19,Beauty
3742,62.0,Male,France,,2020-12-04,Electronics
3743,18.0,Male,Germany,,2022-02-09,Sports
3744,57.0,Male,Germany,438.76,2021-08-01,Books
3745,61.0,Female,Canada,219.47,2020-01-26,Electronics
3746,36.0,Other,Germany,305.95,,Beauty
3747,29.0,Other,Australia,,2023-03-10,Beauty
3748,25.0,Other,UK,459.45,2022-11-16,Sports
3749,,Other,Germany,17.22,2020-04-14,Home & Kitchen
3750,62.0,Male,Germany,56.46,2022-02-22,Books
3751,29.0,Other,UK,465.93,2023-07-26,Sports
3752,65.0,Other,USA,,2020-10-29,Beauty
