Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date
CUST0283,Female,South,67.0,Keyboard,Accessories,50.0,5,250,10.04,In Transit,2023-05-03
CUST0238,Male,West,26.0,Keyboard,Accessories,50.0,4,200,10.23,Delivered,2023-01-24
CUST0051,Male,West,41.0,Smartwatch,Wearables,200.0,4,800,8.56,Returned,2024-01-03
CUST0144,Female,South,,Smartphone,Electronics,800.0,5,4000,10.52,Delivered,2023-12-01
CUST0134,Male,South,58.0,Monitor,Electronics,300.0,5,1500,19.72,Delivered,2023-05-16
CUST0129,Male,South,66.0,Mouse,Accessories,30.0,2,60,9.19,In Transit,2023-05-07
CUST0148,Female,West,67.0,Headphones,Accessories,100.0,2,200,19.58,Returned,2023-06-01
CUST0211,Male,North,35.0,Smartphone,Electronics,800.0,5,4000,15.61,In Transit,2023-01-27
CUST0272,Male,South,52.0,Keyboard,Accessories,50.0,2,100,13.78,Delivered,2023-09-04
CUST0092,Female,East,32.0,Mouse,Accessories,30.0,5,150,15.68,Delivered,2023-11-06
CUST0203,Female,,33.0,Smartwatch,Wearables,200.0,1,200,14.86,Returned,2023-09-24
CUST0109,Male,North,57.0,Smartwatch,Wearables,200.0,1,200,13.34,Returned,2023-09-08
CUST0204,Female,South,54.0,Laptop,Electronics,1500.0,5,7500,5.02,Returned,2023-08-28
CUST0291,Male,West,49.0,Smartwatch,Wearables,200.0,4,800,18.56,Delivered,2023-03-18
CUST0153,Female,South,40.0,Headphones,Accessories,100.0,5,500,14.22,Delivered,2023-02-02
CUST0220,Male,North,67.0,Headphones,Accessories,100.0,5,500,13.85,Returned,2023-03-15
CUST0199,Female,North,41.0,Mouse,Accessories,30.0,3,90,18.37,Returned,2024-01-03
CUST0245,Male,West,63.0,Smartphone,Electronics,800.0,2,1600,19.63,Delivered,2023-12-27
CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,1,800,5.64,In Transit,2023-09-23
CUST0106,Male,North,50.0,Laptop,Electronics,1500.0,5,7500,15.14,In Transit,2023-06-08
CUST0174,Male,West,68.0,Mouse,Accessories,30.0,4,120,14.02,Returned,2023-09-13
CUST0161,Male,West,62.0,Smartwatch,Wearables,200.0,3,600,17.9,Returned,2023-01-03
CUST0204,Male,South,54.0,Smartphone,Electronics,800.0,1,800,7.77,Returned,2023-07-23
CUST0062,Male,West,43.0,Smartwatch,Wearables,200.0,2,400,13.02,Delivered,2023-10-08
CUST0114,Male,South,60.0,Keyboard,Accessories,50.0,1,50,6.25,In Transit,2023-02-06
CUST0102,Male,West,25.0,Monitor,Electronics,300.0,3,900,9.94,Delivered,2023-10-21
CUST0140,Male,East,50.0,Smartphone,Electronics,800.0,1,800,10.36,Returned,2023-05-25
CUST0142,Female,South,32.0,Smartphone,Electronics,800.0,1,800,8.45,Returned,2023-04-28
CUST0016,Male,East,61.0,Smartphone,Electronics,800.0,2,1600,19.07,Delivered,2023-10-03
CUST0023,Male,South,,Keyboard,Accessories,50.0,5,250,10.03,Returned,2023-11-01
CUST0008,Female,West,18.0,Mouse,Accessories,30.0,4,120,8.76,In Transit,2023-06-30
CUST0268,Male,North,21.0,Monitor,Electronics,300.0,2,600,5.69,Returned,2023-08-03
CUST0162,Male,East,69.0,Headphones,Accessories,100.0,1,100,6.43,Returned,2023-05-26
CUST0121,Female,West,66.0,Smartwatch,Wearables,200.0,5,1000,19.19,Returned,2023-09-19
CUST0047,Female,West,41.0,Smartwatch,Wearables,200.0,3,600,10.92,Returned,2023-06-18
CUST0148,Male,East,67.0,Keyboard,Accessories,50.0,5,250,11.17,In Transit,2023-03-03
CUST0251,Female,East,42.0,Smartphone,Electronics,800.0,3,2400,10.65,In Transit,2023-11-18
CUST0028,Female,West,50.0,Monitor,Electronics,300.0,1,300,14.36,Delivered,2023-08-05
CUST0174,Female,East,68.0,Headphones,Accessories,100.0,4,400,11.92,In Transit,2023-10-31
CUST0296,Female,East,50.0,Smartphone,Electronics,800.0,5,4000,13.43,Returned,2023-08-11
CUST0085,Male,,,Smartphone,Electronics,800.0,1,800,16.2,Returned,2023-11-25
CUST0281,Male,West,44.0,Laptop,Electronics,1500.0,5,7500,7.21,Delivered,2023-11-21
CUST0010,Female,East,37.0,Headphones,Accessories,100.0,3,300,7.41,Delivered,2023-03-27
CUST0186,Female,West,55.0,Laptop,Electronics,1500.0,1,1500,19.04,In Transit,2023-10-20
CUST0281,Female,North,44.0,Laptop,Electronics,1500.0,2,3000,9.87,Delivered,2023-11-27
CUST0031,Female,East,67.0,Smartphone,Electronics,800.0,5,4000,9.6,In Transit,2023-10-22
CUST0270,Female,East,,Headphones,Accessories,100.0,3,300,13.33,Delivered,2023-02-10
CUST0039,Female,North,60.0,Smartphone,Electronics,800.0,2,1600,19.2,In Transit,2023-08-11
CUST0063,Male,South,20.0,Keyboard,Accessories,50.0,1,50,17.61,Returned,2023-08-13
CUST0097,Female,East,34.0,Smartwatch,Wearables,200.0,1,200,17.66,Returned,2023-05-21
CUST0067,Female,North,19.0,Laptop,Electronics,1500.0,4,6000,14.45,Delivered,2023-11-08
CUST0124,Female,East,,Smartphone,Electronics,800.0,4,3200,19.17,In Transit,2023-06-17
CUST0284,Female,South,64.0,Monitor,Electronics,300.0,3,900,19.12,In Transit,2023-06-17
CUST0010,Male,West,37.0,Monitor,Electronics,300.0,1,300,9.72,Returned,2023-03-30
CUST0276,Female,West,66.0,Monitor,Electronics,300.0,1,300,18.63,Delivered,2023-11-01
CUST0256,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,5.26,,2023-10-07
CUST0221,Female,South,33.0,Mouse,Accessories,30.0,2,60,15.69,Delivered,2023-10-21
CUST0062,Female,West,43.0,Monitor,Electronics,300.0,3,900,8.58,Returned,2023-11-02
CUST0219,Female,South,48.0,Headphones,Accessories,207.30404083244343,1,100,9.55,Delivered,2023-01-23
CUST0053,Male,,25.0,Keyboard,Accessories,50.0,3,150,11.95,Returned,2023-10-18
CUST0144,Female,South,54.0,Smartphone,Electronics,800.0,4,3200,7.86,Returned,2023-08-07
CUST0081,Male,South,38.0,Monitor,Electronics,300.0,5,1500,12.67,In Transit,2023-01-05
CUST0044,Female,South,30.0,Monitor,Electronics,300.0,2,600,16.31,Delivered,2023-07-25
CUST0055,Female,South,45.0,Smartwatch,Wearables,200.0,3,600,18.24,Returned,2023-11-25
CUST0272,Male,North,52.0,Mouse,Accessories,30.0,3,90,11.88,Returned,2023-05-18
CUST0126,Female,South,66.0,Mouse,Accessories,30.0,2,60,5.53,In Transit,2023-10-16
CUST0167,Male,South,67.0,Smartwatch,Wearables,200.0,3,600,8.01,Delivered,2023-03-27
CUST0043,Female,South,22.0,Mouse,Accessories,30.0,4,120,19.24,In Transit,2023-10-25
CUST0201,Male,West,49.0,Monitor,Electronics,300.0,2,600,7.0,In Transit,2023-09-21
CUST0237,Male,South,65.0,Smartwatch,Wearables,200.0,3,600,6.94,In Transit,2024-01-03
CUST0028,Female,East,,Laptop,Electronics,1500.0,1,1500,6.62,Delivered,2023-02-22
CUST0150,Female,North,63.0,Monitor,Electronics,300.0,3,900,19.87,Delivered,2023-08-23
CUST0247,Male,South,44.0,Keyboard,Accessories,50.0,2,100,10.09,Delivered,2023-08-01
CUST0058,Female,East,42.0,Monitor,Electronics,300.0,2,600,6.22,In Transit,2023-08-06
CUST0281,Male,West,,Laptop,Electronics,1500.0,4,6000,7.66,Returned,2023-01-01
CUST0041,Male,East,64.0,Smartphone,Electronics,800.0,4,3200,5.82,Returned,2023-10-02
CUST0204,Male,East,54.0,Monitor,Electronics,300.0,4,1200,18.4,Delivered,2023-04-29
CUST0095,Female,North,60.0,Smartwatch,Wearables,200.0,2,400,18.88,Delivered,2023-07-24
CUST0272,Female,North,52.0,Smartwatch,Wearables,200.0,3,600,15.36,In Transit,2023-09-17
CUST0069,Male,East,,Monitor,Electronics,300.0,4,1200,16.88,In Transit,2023-09-26
CUST0202,Male,South,56.0,Headphones,Accessories,100.0,4,400,19.94,In Transit,2023-06-07
CUST0054,Female,North,64.0,Headphones,Accessories,100.0,1,100,10.32,Delivered,2023-03-12
CUST0187,Female,East,25.0,Keyboard,Accessories,50.0,4,200,7.33,Delivered,2023-10-24
CUST0065,Male,South,41.0,Smartphone,Electronics,800.0,5,4000,6.41,In Transit,2023-12-01
CUST0019,Male,West,69.0,Smartwatch,Wearables,200.0,1,200,12.86,In Transit,2023-08-16
CUST0054,Female,North,64.0,Keyboard,Accessories,50.0,1,50,13.13,In Transit,2023-02-13
CUST0018,Female,,38.0,Mouse,Accessories,30.0,2,60,17.21,In Transit,2023-11-28
CUST0059,Male,North,18.0,Laptop,Electronics,1500.0,2,3000,7.81,Returned,2023-06-22
CUST0075,Female,South,56.0,Mouse,Accessories,30.0,5,150,5.44,In Transit,2023-06-23
CUST0129,Female,East,66.0,Smartphone,Electronics,800.0,3,2400,19.63,Delivered,2023-07-28
CUST0103,Male,North,,Smartphone,Electronics,800.0,1,800,15.79,In Transit,2023-10-30
CUST0176,Female,South,51.0,Laptop,Electronics,1500.0,3,4500,5.72,In Transit,2023-11-10
CUST0299,Female,West,58.0,Smartwatch,Wearables,200.0,3,600,9.69,Returned,2024-01-03
CUST0178,Female,South,44.0,Smartphone,Electronics,1658.4323266595475,3,2400,19.31,Delivered,2023-06-03
CUST0138,Female,East,46.0,Laptop,Electronics,1500.0,4,6000,16.31,In Transit,2023-06-29
CUST0152,Male,East,69.0,Mouse,Accessories,30.0,1,30,10.99,In Transit,2023-10-06
CUST0212,Female,West,62.0,Smartphone,Electronics,800.0,3,2400,16.12,In Transit,2023-08-01
CUST0208,Female,South,57.0,Smartwatch,Wearables,200.0,2,400,8.71,,2023-05-18
CUST0026,Male,East,27.0,Smartphone,Electronics,800.0,5,4000,12.26,Returned,2023-05-02
CUST0224,Female,East,57.0,Smartphone,Electronics,800.0,1,800,19.34,Delivered,2023-11-20
CUST0131,Female,West,67.0,Laptop,Electronics,1500.0,2,3000,18.81,In Transit,2023-08-10
CUST0019,Male,North,69.0,Monitor,Electronics,300.0,1,300,14.91,Delivered,2023-04-05
CUST0291,Female,North,49.0,Mouse,Accessories,30.0,1,30,5.6,Delivered,2023-04-19
CUST0032,Male,West,63.0,Laptop,Electronics,1500.0,3,4500,19.69,In Transit,2023-12-30
CUST0230,Male,South,,Laptop,Electronics,1500.0,4,6000,15.12,In Transit,2023-11-10
CUST0285,Female,North,58.0,Headphones,Accessories,100.0,1,100,5.25,Delivered,2023-01-14
CUST0199,Male,North,41.0,Headphones,Accessories,100.0,1,100,18.38,Returned,2023-07-05
CUST0045,Female,East,21.0,Monitor,Electronics,300.0,3,900,15.22,In Transit,2024-01-03
CUST0063,Male,North,20.0,Monitor,Electronics,300.0,4,1200,15.57,Delivered,2023-11-06
CUST0178,Male,East,44.0,Laptop,Electronics,1500.0,5,7500,8.03,In Transit,2023-01-20
CUST0210,Female,North,30.0,Monitor,Electronics,300.0,5,1500,16.68,Returned,2023-05-06
CUST0105,Female,North,27.0,Headphones,Accessories,100.0,2,200,12.44,In Transit,2023-10-21
CUST0198,Male,South,,Monitor,Electronics,300.0,3,900,6.39,Returned,2023-12-30
CUST0241,Female,East,27.0,Keyboard,Accessories,50.0,1,50,11.72,In Transit,2023-07-10
CUST0201,Female,West,49.0,Smartphone,Electronics,800.0,2,1600,6.85,Delivered,2024-01-03
CUST0052,Male,South,66.0,Mouse,Accessories,30.0,4,120,14.27,In Transit,2023-02-05
CUST0258,Female,North,39.0,Laptop,Electronics,1500.0,3,4500,15.91,Returned,2023-02-03
CUST0123,Male,South,52.0,Laptop,Electronics,1500.0,5,7500,16.01,In Transit,2023-11-22
CUST0285,Male,South,,Smartphone,Electronics,800.0,3,2400,19.44,In Transit,2023-06-03
CUST0279,Female,West,59.0,Mouse,Accessories,30.0,3,90,7.34,Returned,2023-04-26
CUST0052,Female,East,66.0,Headphones,Accessories,100.0,3,300,13.21,In Transit,2023-03-13
CUST0200,Female,West,,Laptop,Electronics,1500.0,5,7500,11.03,Returned,2023-01-11
CUST0103,Female,South,23.0,Keyboard,Accessories,50.0,5,250,14.12,In Transit,2023-04-10
CUST0129,Female,North,66.0,Smartwatch,Wearables,200.0,5,1000,10.43,Delivered,2023-03-07
CUST0012,Female,North,28.0,Laptop,Electronics,1500.0,1,1500,12.71,Returned,2023-08-31
CUST0139,Male,East,57.0,Smartphone,Electronics,800.0,2,1600,12.55,,2023-01-02
CUST0108,Male,South,,Keyboard,Accessories,50.0,2,100,6.85,Returned,2023-10-19
CUST0196,Male,West,37.0,Laptop,Electronics,1500.0,2,3000,17.23,Returned,2023-01-10
CUST0007,Male,East,52.0,Headphones,Accessories,100.0,3,300,19.53,In Transit,2023-01-16
CUST0118,Male,West,,Smartwatch,Wearables,200.0,3,600,18.62,Delivered,2023-07-23
CUST0227,Female,East,54.0,Mouse,Accessories,30.0,5,150,14.71,In Transit,2023-12-04
CUST0219,Female,South,48.0,Keyboard,Accessories,50.0,2,100,12.46,In Transit,2023-04-09
CUST0297,Male,East,61.0,Monitor,Electronics,300.0,2,600,12.26,Returned,2023-04-25
CUST0098,Female,East,57.0,Headphones,Accessories,100.0,4,400,8.84,In Transit,2023-02-28
CUST0284,Female,South,64.0,Smartwatch,Wearables,200.0,5,1000,13.46,In Transit,2023-05-09
CUST0137,Female,West,19.0,Monitor,Electronics,300.0,5,1500,19.39,Returned,2023-12-08
CUST0127,Male,North,62.0,Headphones,Accessories,100.0,2,200,5.13,Delivered,2023-11-01
CUST0052,Male,East,66.0,Mouse,Accessories,30.0,2,60,6.23,In Transit,2023-06-11
CUST0162,Female,South,69.0,Smartwatch,Wearables,200.0,4,800,12.26,In Transit,2023-10-09
CUST0069,Female,East,66.0,Laptop,Electronics,1500.0,4,6000,16.92,In Transit,2023-09-23
CUST0011,Female,West,54.0,Smartphone,Electronics,1658.4323266595475,2,1600,15.8,In Transit,2023-04-06
CUST0293,Male,South,32.0,Laptop,Electronics,1500.0,3,4500,8.53,Returned,2023-11-17
CUST0078,Female,East,38.0,Monitor,Electronics,300.0,1,300,7.57,Delivered,2023-02-07
CUST0290,Female,,37.0,Headphones,Accessories,100.0,3,300,5.29,Returned,2023-09-30
CUST0130,Female,West,68.0,Smartwatch,Wearables,200.0,3,600,5.65,In Transit,2023-08-18
CUST0186,Female,East,55.0,Smartwatch,Wearables,200.0,5,1000,18.29,Delivered,2023-01-10
CUST0164,Male,South,50.0,Monitor,Electronics,300.0,3,900,11.22,In Transit,2023-03-16
CUST0024,Female,,57.0,Monitor,Electronics,300.0,2,600,15.59,Returned,2023-09-02
CUST0006,Female,East,,Smartwatch,Wearables,200.0,3,600,13.94,Delivered,2023-04-07
CUST0124,Female,North,53.0,Monitor,Electronics,300.0,1,300,16.32,Delivered,2023-08-16
CUST0060,Female,West,41.0,Headphones,Accessories,100.0,5,500,18.06,Delivered,2023-03-15
CUST0046,Female,North,22.0,Mouse,Accessories,30.0,1,30,8.96,Returned,2023-03-03
CUST0280,Male,South,44.0,Smartwatch,Wearables,200.0,4,800,6.43,,2023-03-03
CUST0012,Male,South,28.0,Headphones,Accessories,100.0,3,300,17.16,Returned,2023-08-10
CUST0095,Male,East,60.0,Mouse,Accessories,30.0,3,90,18.42,Delivered,2023-01-25
CUST0279,Female,,,Mouse,Accessories,30.0,2,60,11.28,Returned,2023-09-19
CUST0158,Female,,51.0,Monitor,Electronics,300.0,4,1200,6.91,In Transit,2023-09-13
CUST0193,Male,South,64.0,Keyboard,Accessories,50.0,4,200,17.18,In Transit,2023-11-06
CUST0270,Male,East,64.0,Keyboard,Accessories,50.0,1,50,18.23,Delivered,2023-05-24
CUST0005,Female,East,56.0,Mouse,Accessories,30.0,2,60,7.58,In Transit,2023-02-15
CUST0118,Female,West,23.0,Smartphone,Electronics,800.0,2,1600,9.07,In Transit,2023-10-19
CUST0016,Female,North,61.0,Keyboard,Accessories,50.0,1,50,19.39,Delivered,2023-07-28
CUST0168,Female,South,42.0,Keyboard,Accessories,50.0,2,100,12.44,In Transit,2023-02-21
CUST0091,Male,North,30.0,Keyboard,Accessories,50.0,1,50,19.02,Delivered,2023-12-14
CUST0066,Female,West,37.0,Headphones,Accessories,100.0,3,300,16.67,Returned,2023-03-07
CUST0186,Female,East,55.0,Mouse,Accessories,30.0,1,30,5.24,Returned,2023-05-25
CUST0130,Female,North,68.0,Monitor,Electronics,300.0,3,900,10.39,Returned,2023-02-09
CUST0274,Female,West,51.0,Keyboard,Accessories,50.0,3,150,19.79,Delivered,2024-01-03
CUST0095,Female,East,60.0,Monitor,Electronics,300.0,4,1200,7.26,In Transit,2023-08-20
CUST0128,Female,East,52.0,Smartwatch,Wearables,200.0,5,1000,18.72,Delivered,2023-03-02
CUST0036,Male,South,,Keyboard,Accessories,50.0,3,150,9.99,,2023-05-07
CUST0016,Female,East,61.0,Monitor,Electronics,300.0,1,300,6.63,In Transit,2023-01-14
CUST0192,Male,South,58.0,Mouse,Accessories,30.0,1,30,11.39,In Transit,2023-05-15
CUST0013,Female,East,55.0,Keyboard,Accessories,50.0,4,200,6.66,,2023-08-13
CUST0059,Female,East,18.0,Keyboard,Accessories,50.0,4,200,7.76,In Transit,2023-08-20
CUST0065,Female,South,41.0,Smartphone,Electronics,800.0,1,800,6.24,Delivered,2023-08-03
CUST0025,Female,South,56.0,Headphones,Accessories,100.0,3,300,5.86,In Transit,2023-11-25
CUST0160,Female,South,69.0,Laptop,Electronics,1500.0,2,3000,5.35,Returned,2023-10-30
CUST0096,Female,North,61.0,Smartphone,Electronics,800.0,5,4000,13.72,,2023-03-09
CUST0071,Male,East,46.0,Smartphone,Electronics,800.0,2,1600,13.1,In Transit,2023-01-07
CUST0044,Male,East,30.0,Smartwatch,Wearables,200.0,2,400,13.54,In Transit,2023-08-08
CUST0299,Female,East,58.0,Smartphone,Electronics,800.0,5,4000,5.65,Delivered,2023-12-16
CUST0291,Female,South,49.0,Monitor,Electronics,300.0,3,900,17.93,Delivered,2023-05-29
CUST0266,Female,North,29.0,Monitor,Electronics,300.0,4,1200,5.79,In Transit,2023-09-04
CUST0184,Female,North,54.0,Smartphone,Electronics,800.0,1,800,13.72,In Transit,2023-08-30
CUST0130,Male,West,68.0,Keyboard,Accessories,50.0,3,150,8.99,Delivered,2023-02-02
CUST0052,Male,South,66.0,Monitor,Electronics,300.0,4,1200,17.59,Returned,2023-09-12
CUST0240,Male,East,39.0,Keyboard,Accessories,50.0,4,200,13.51,Delivered,2023-12-21
CUST0054,Male,South,64.0,Smartphone,Electronics,800.0,1,800,19.15,Delivered,2023-10-07
CUST0038,Female,North,57.0,Keyboard,Accessories,50.0,2,100,16.78,,2023-11-16
CUST0023,Male,East,,Monitor,Electronics,300.0,5,1500,8.56,In Transit,2023-10-30
CUST0183,Male,North,42.0,Mouse,Accessories,30.0,5,150,9.26,Delivered,2023-02-21
CUST0012,Male,,28.0,Monitor,Electronics,300.0,5,1500,13.09,Delivered,2023-03-12
CUST0136,Female,South,36.0,Mouse,Accessories,30.0,5,150,6.58,In Transit,2023-10-17
CUST0052,Female,South,66.0,Mouse,Accessories,30.0,2,60,12.21,Delivered,2023-06-05
CUST0141,Male,West,58.0,Monitor,Electronics,300.0,4,1200,6.4,Delivered,2023-03-03
CUST0144,Male,South,54.0,Smartphone,Electronics,800.0,5,4000,19.43,In Transit,2023-07-12
CUST0156,Female,North,57.0,Monitor,Electronics,300.0,1,300,15.49,In Transit,2023-02-05
CUST0199,Male,West,,Smartphone,Electronics,800.0,3,2400,6.95,Returned,2023-09-22
CUST0197,Male,North,54.0,Laptop,Electronics,1500.0,4,6000,5.05,Delivered,2023-07-12
CUST0196,Female,West,37.0,Laptop,Electronics,1500.0,1,1500,12.95,Returned,2023-11-06
CUST0243,Female,West,58.0,Headphones,Accessories,100.0,5,500,19.98,Returned,2023-08-13
CUST0182,Male,South,19.0,Smartphone,Electronics,800.0,4,3200,12.3,Delivered,2023-01-23
CUST0296,Female,South,50.0,Monitor,Electronics,300.0,4,1200,7.42,Delivered,2023-10-07
CUST0296,Female,West,50.0,Mouse,Accessories,30.0,1,30,15.21,In Transit,2023-11-15
CUST0264,Female,West,59.0,Monitor,Electronics,300.0,3,900,19.8,In Transit,2023-12-26
CUST0136,Female,West,,Mouse,Accessories,30.0,5,150,13.14,Returned,2023-11-11
CUST0010,Male,West,,Headphones,Accessories,100.0,5,500,15.78,Delivered,2023-04-21
CUST0131,Male,West,67.0,Keyboard,Accessories,50.0,5,250,5.81,Delivered,2023-05-18
CUST0252,Male,West,55.0,Headphones,Accessories,100.0,5,500,7.98,Returned,2023-05-16
CUST0294,Female,East,49.0,Mouse,Accessories,30.0,5,150,19.83,In Transit,2023-09-11
CUST0253,Male,West,51.0,Smartphone,Electronics,800.0,5,4000,16.14,Returned,2023-06-12
CUST0289,Female,North,37.0,Mouse,Accessories,30.0,4,120,9.0,Returned,2024-01-03
CUST0126,Female,North,66.0,Smartphone,Electronics,800.0,1,800,16.42,In Transit,2023-09-26
CUST0024,Female,South,57.0,Laptop,Electronics,1500.0,1,1500,9.69,Delivered,2023-11-22
CUST0058,Male,East,,Laptop,Electronics,1500.0,4,6000,16.49,Delivered,2023-07-10
CUST0170,Male,West,40.0,Keyboard,Accessories,50.0,2,100,14.0,Delivered,2023-11-23
CUST0064,Female,East,61.0,Laptop,Electronics,1500.0,3,4500,12.21,Returned,2023-10-28
CUST0043,Male,North,22.0,Keyboard,Accessories,50.0,4,200,9.82,Delivered,2023-01-05
CUST0103,Male,North,23.0,Smartwatch,Wearables,200.0,5,1000,14.5,Delivered,2023-11-15
CUST0032,Male,North,63.0,Mouse,Accessories,30.0,4,120,14.68,Returned,2023-03-11
CUST0182,Male,West,19.0,Mouse,Accessories,30.0,1,30,17.33,Delivered,2023-08-31
CUST0076,Male,North,26.0,Headphones,Accessories,100.0,2,200,17.84,Delivered,2023-12-12
CUST0215,Female,North,35.0,Monitor,Electronics,300.0,5,1500,19.58,Delivered,2023-01-22
CUST0105,Male,South,27.0,Keyboard,Accessories,50.0,5,250,17.69,In Transit,2023-12-31
CUST0295,Female,East,26.0,Smartphone,Electronics,800.0,5,4000,18.99,In Transit,2023-12-31
CUST0002,Female,South,23.0,Keyboard,Accessories,50.0,5,250,17.96,In Transit,2023-08-18
CUST0283,Female,East,67.0,Laptop,Electronics,1500.0,1,1500,11.14,In Transit,2023-06-25
CUST0047,Female,West,41.0,Laptop,Electronics,1500.0,1,1500,14.86,Returned,2023-10-21
CUST0153,Male,West,,Mouse,Accessories,30.0,2,60,6.54,Returned,2023-11-21
CUST0047,Male,East,41.0,Headphones,Accessories,207.30404083244343,2,200,9.15,Returned,2023-04-23
CUST0269,Male,East,64.0,Monitor,Electronics,300.0,4,1200,13.49,Returned,2023-09-09
CUST0022,Male,North,,Laptop,Electronics,1500.0,2,3000,8.24,Delivered,2023-04-15
CUST0106,Female,East,50.0,Smartphone,Electronics,800.0,3,2400,10.13,Returned,2023-06-26
CUST0284,Male,South,64.0,Headphones,Accessories,100.0,2,200,10.57,In Transit,2023-06-03
CUST0149,Male,South,40.0,Laptop,Electronics,1500.0,1,1500,14.19,In Transit,2023-05-20
CUST0068,Male,East,64.0,Smartwatch,Wearables,200.0,3,600,5.7,In Transit,2023-04-07
CUST0289,Female,East,37.0,Smartwatch,Wearables,200.0,5,1000,5.6,Returned,2023-11-18
CUST0247,Male,South,44.0,Laptop,Electronics,1500.0,3,4500,18.21,In Transit,2023-05-01
CUST0295,Male,West,26.0,Laptop,Electronics,1500.0,3,4500,12.84,,2023-05-27
CUST0236,Male,West,18.0,Laptop,Electronics,1500.0,2,3000,18.07,Returned,2023-01-23
CUST0148,Male,West,,Keyboard,Accessories,50.0,4,200,14.29,Delivered,2023-10-08
CUST0122,Male,North,68.0,Headphones,Accessories,100.0,4,400,11.52,Returned,2023-11-29
CUST0246,Female,South,64.0,Monitor,Electronics,300.0,3,900,15.77,Delivered,2023-09-29
CUST0282,Male,North,68.0,Laptop,Electronics,1500.0,4,6000,5.24,Delivered,2023-11-07
CUST0204,Male,West,54.0,Headphones,Accessories,100.0,5,500,8.64,Delivered,2023-10-20
CUST0053,Male,North,25.0,Laptop,Electronics,1500.0,4,6000,13.08,In Transit,2023-09-18
CUST0036,Male,,33.0,Smartphone,Electronics,800.0,4,3200,13.29,Returned,2023-07-23
CUST0085,Male,West,18.0,Smartphone,Electronics,800.0,5,4000,13.44,Delivered,2023-05-02
CUST0071,Female,South,,Headphones,Accessories,100.0,1,100,14.98,Delivered,2023-12-04
CUST0248,Male,East,67.0,Monitor,Electronics,300.0,1,300,8.65,Returned,2023-08-27
CUST0088,Female,West,66.0,Headphones,Accessories,100.0,5,500,14.84,Delivered,2023-06-08
CUST0020,Female,North,55.0,Monitor,Electronics,300.0,1,300,7.38,Delivered,2023-10-26
CUST0274,Female,East,51.0,Laptop,Electronics,1500.0,5,7500,12.33,In Transit,2023-01-07
CUST0196,Male,East,37.0,Smartwatch,Wearables,200.0,5,1000,19.55,Delivered,2023-04-23
CUST0022,Male,,33.0,Smartphone,Electronics,800.0,3,2400,5.22,Returned,2023-09-12
CUST0211,Male,West,,Keyboard,Accessories,50.0,1,50,14.62,Returned,2023-01-28
CUST0152,Female,South,69.0,Smartwatch,Wearables,200.0,3,600,19.07,Delivered,2023-07-16
CUST0042,Male,East,57.0,Smartwatch,Wearables,200.0,5,1000,15.99,Returned,2023-01-04
CUST0235,Male,East,19.0,Headphones,Accessories,100.0,5,500,19.53,In Transit,2023-04-08
CUST0206,Male,South,43.0,Laptop,Electronics,1500.0,5,7500,13.04,In Transit,2023-05-03
CUST0103,Female,,23.0,Mouse,Accessories,30.0,2,60,18.45,Returned,2023-07-15
CUST0179,Male,North,45.0,Smartphone,Electronics,800.0,4,3200,15.02,Returned,2023-09-28
CUST0157,Female,East,48.0,Keyboard,Accessories,50.0,4,200,8.27,In Transit,2023-05-22
CUST0272,Male,South,52.0,Mouse,Accessories,30.0,3,90,8.66,In Transit,2023-03-30
CUST0071,Female,South,46.0,Headphones,Accessories,100.0,5,500,11.88,Returned,2023-08-02
CUST0268,Male,North,21.0,Keyboard,Accessories,50.0,3,150,15.03,In Transit,2023-05-20
CUST0017,Female,West,36.0,Keyboard,Accessories,50.0,5,250,12.63,Delivered,2023-12-17
CUST0221,Male,West,33.0,Monitor,Electronics,300.0,3,900,7.25,Returned,2023-11-01
CUST0207,Male,West,54.0,Headphones,Accessories,100.0,2,200,6.22,Returned,2024-01-03
CUST0077,Male,East,50.0,Monitor,Electronics,300.0,3,900,14.75,Delivered,2023-01-08
CUST0253,Female,East,51.0,Headphones,Accessories,100.0,4,400,17.18,In Transit,2023-09-25
CUST0253,Female,East,51.0,Keyboard,Accessories,50.0,3,150,14.99,In Transit,2023-04-18
CUST0225,Female,North,,Smartwatch,Wearables,200.0,1,200,17.3,Delivered,2023-02-19
CUST0091,Female,West,30.0,Headphones,Accessories,100.0,1,100,6.47,Delivered,2023-06-01
CUST0142,Female,South,32.0,Keyboard,Accessories,50.0,5,250,10.39,In Transit,2023-06-28
CUST0142,Female,South,32.0,Monitor,Electronics,300.0,1,300,9.57,In Transit,2023-04-24
CUST0032,Male,North,63.0,Smartphone,Electronics,800.0,2,1600,6.57,Delivered,2023-12-08
CUST0011,Male,West,54.0,Keyboard,Accessories,50.0,1,50,13.9,Delivered,2023-11-04
CUST0204,Male,West,54.0,Laptop,Electronics,3109.5606124866517,5,7500,19.71,Returned,2023-04-18
CUST0068,Male,East,64.0,Smartwatch,Wearables,200.0,2,400,11.49,Returned,2023-09-24
CUST0222,Female,East,61.0,Mouse,Accessories,30.0,2,60,13.74,Delivered,2023-11-13
